district_id,district_name,state,coverage_ratio,coverage_score,total_demographic_updates,churn_rate,update_spike_detected,demographic_volatility,spike_flag,avg_biometric_age_days,biometric_freshness_score,biometric_failure_rate,child_refresh_gap_months,anomaly_detected,biometric_age_score,child_vulnerability_score,anomaly_score,anomaly_score_anomaly,spike_count,uls_score,risk_classification,auth_failure_probability
D0283,Dhar,Madhya Pradesh,0.927,92.7,73017,0.2105,False,21.05,0,626,74.96,0.137,45,False,74.96000000000001,75.0,0,5.418849174021391,0,77.14,Stable,3.13
D0284,Dindori,Madhya Pradesh,0.7673,76.73,268198,0.1827,False,18.27,0,1472,41.12,0.048,43,False,41.12,71.66666666666667,0,11.728518868519513,0,64.81,Watchlist,1.69
D0285,Guna,Madhya Pradesh,0.8212,82.12,124733,0.2971,False,29.709999999999997,0,821,67.16,0.0644,30,False,67.16,50.0,0,10.128321529682822,0,74.47,Stable,1.64
D0286,Gwalior,Madhya Pradesh,0.8489,84.89,106949,0.0786,False,7.86,0,1475,41.0,0.1608,49,False,41.0,81.66666666666667,0,11.121426349770063,0,67.29,Watchlist,5.26
D0287,Harda,Madhya Pradesh,0.9823,98.22999999999999,48776,0.2303,False,23.03,0,2211,11.56,0.0322,17,False,11.560000000000002,28.333333333333332,0,30.338651498858212,1,69.65,Watchlist,0.98
D0288,Hoshangabad,Madhya Pradesh,0.7525,75.25,169309,0.1707,False,17.07,0,1528,38.88,0.0309,50,False,38.88,83.33333333333334,0,23.47617855465043,1,62.23,Watchlist,1.17
D0289,Indore,Madhya Pradesh,0.965,96.5,110454,0.1821,False,18.21,0,2086,16.56,0.118,21,False,16.560000000000002,35.0,0,8.969664226806996,0,70.11,Stable,3.53
D0290,Jabalpur,Madhya Pradesh,0.9709,97.09,151078,0.2182,False,21.82,0,2250,10.0,0.1553,22,False,10.0,36.666666666666664,0,10.334810538079626,0,67.85,Watchlist,4.99
D0291,Jhabua,Madhya Pradesh,0.8936,89.36,14338,0.1611,False,16.11,0,633,74.68,0.0315,24,False,74.68,40.0,0,10.853521003349256,0,82.06,Stable,0.57
D0292,Katni,Madhya Pradesh,0.8078,80.78,33515,0.1773,False,17.73,0,1034,58.64,0.0542,46,False,58.64,76.66666666666667,0,7.668646651883586,0,69.73,Watchlist,1.64
D0293,Khandwa,Madhya Pradesh,0.9567,95.67,296452,0.2277,True,22.770000000000003,1,480,80.8,0.0361,38,False,80.8,63.33333333333333,0,46.5942913687527,1,80.99,Stable,0.69
D0294,Khargone,Madhya Pradesh,0.9296,92.96,10697,0.2835,False,28.349999999999998,0,2259,9.64,0.0908,49,False,9.64,81.66666666666667,0,12.6147833391922,0,58.8,Watchlist,3.74
D0295,Mandla,Madhya Pradesh,0.8146,81.46,217126,0.2166,False,21.66,0,1547,38.12,0.0568,24,False,38.12,40.0,0,6.110200653843401,0,69.72,Watchlist,1.72
D0296,Mandsaur,Madhya Pradesh,0.9463,94.63000000000001,12813,0.2839,False,28.389999999999997,0,2066,17.36,0.0916,39,False,17.36,65.0,0,10.685418871799444,0,63.72,Watchlist,3.32
D0297,Morena,Madhya Pradesh,0.9284,92.84,148831,0.1488,False,14.879999999999999,0,1695,32.2,0.2549,33,False,32.2,55.00000000000001,0,53.56726439317208,3,70.42,Stable,7.54
D0298,Narsinghpur,Madhya Pradesh,0.9327,93.27,37584,0.0811,False,8.110000000000001,0,833,66.68,0.1532,23,False,66.68,38.333333333333336,0,27.394262899781467,1,82.68,Stable,2.65
D0299,Neemuch,Madhya Pradesh,0.7738,77.38000000000001,113382,0.0849,False,8.49,0,493,80.28,0.0518,37,False,80.28,61.66666666666667,0,8.263291348977637,0,77.76,Stable,1.15
D0300,Panna,Madhya Pradesh,0.8976,89.75999999999999,89825,0.2484,False,24.84,0,1830,26.8,0.0362,29,False,26.799999999999997,48.333333333333336,0,11.567336963661532,0,67.65,Watchlist,1.17
D0301,Raisen,Madhya Pradesh,0.9326,93.26,105581,0.1797,False,17.97,0,1986,20.56,0.1264,12,False,20.560000000000002,20.0,0,7.232896432564958,0,72.42,Stable,3.49
D0302,Rajgarh,Madhya Pradesh,0.9315,93.15,329103,0.1497,True,14.97,1,1658,33.68,0.2201,43,False,33.68000000000001,71.66666666666667,0,50.62045383956978,3,68.37,Watchlist,6.96
D0303,Ratlam,Madhya Pradesh,0.8577,85.77,199832,0.1801,False,18.01,0,693,72.28,0.1954,21,False,72.28,35.0,0,32.4409952815228,1,80.85,Stable,3.74
D0304,Rewa,Madhya Pradesh,0.7928,79.28,174613,0.1894,False,18.94,0,1299,48.04,0.1009,23,False,48.04,38.333333333333336,0,7.950624945090815,0,72.2,Stable,2.81
D0305,Sagar,Madhya Pradesh,0.9598,95.98,40320,0.2222,False,22.220000000000002,0,413,83.48,0.1441,31,False,83.48,51.66666666666667,0,11.581870062143663,0,83.58,Stable,2.37
D0306,Satna,Madhya Pradesh,0.7627,76.27000000000001,134269,0.0671,False,6.710000000000001,0,2366,5.36,0.2132,12,False,5.359999999999999,20.0,0,6.371547671431388,0,65.21,Watchlist,7.42
D0307,Sehore,Madhya Pradesh,0.9028,90.28,49073,0.2001,False,20.01,0,589,76.44,0.1296,15,True,76.44,25.0,50,35.66645425469195,1,76.94,Stable,2.99
D0308,Seoni,Madhya Pradesh,0.9393,93.93,75067,0.112,False,11.200000000000001,0,1431,42.76,0.0928,14,False,42.76,23.333333333333332,0,8.545852676057967,0,78.69,Stable,1.98
D0309,Shahdol,Madhya Pradesh,0.8066,80.66,32983,0.1243,False,12.43,0,1812,27.52,0.0821,17,False,27.519999999999996,28.333333333333332,0,11.043051258858739,0,69.96,Watchlist,2.47
D0310,Shajapur,Madhya Pradesh,0.9042,90.42,101127,0.0652,False,6.52,0,1638,34.48,0.0415,12,False,34.480000000000004,20.0,0,39.43560473748252,1,76.77,Stable,0.96
D0311,Sheopur,Madhya Pradesh,0.9516,95.16,65781,0.0624,False,6.239999999999999,0,1926,22.96,0.2225,23,False,22.959999999999994,38.333333333333336,0,5.6025698512980915,0,72.6,Stable,6.1
D0312,Shivpuri,Madhya Pradesh,0.9851,98.50999999999999,179298,0.2268,False,22.68,0,2076,16.96,0.0443,44,False,16.959999999999994,73.33333333333333,0,8.652124730503404,0,64.39,Watchlist,1.58
D0313,Sidhi,Madhya Pradesh,0.9731,97.31,63412,0.2636,False,26.36,0,525,79.0,0.0934,42,False,79.0,70.0,0,35.59401400505389,2,79.49,Stable,1.92
D0314,Singrauli,Madhya Pradesh,0.8608,86.08,291265,0.1765,True,17.65,1,489,80.44,0.0894,37,False,80.44,61.66666666666667,0,38.973202752930064,1,79.04,Stable,1.87
D0315,Tikamgarh,Madhya Pradesh,0.9683,96.83,229062,0.2784,False,27.839999999999996,0,520,79.2,0.1628,20,False,79.2,33.33333333333333,0,46.25235276913849,1,84.67,Stable,2.5
D0316,Ujjain,Madhya Pradesh,0.9303,93.03,304322,0.2138,True,21.38,1,1013,59.48,0.1896,40,False,59.48,66.66666666666666,0,52.03731868778944,2,74.57,Stable,4.82
D0317,Umaria,Madhya Pradesh,0.7587,75.87,31252,0.0903,False,9.030000000000001,0,689,72.44,0.1866,53,True,72.44,88.33333333333333,50,40.9056272538086,1,63.77,Watchlist,6.76
D0318,Vidisha,Madhya Pradesh,0.7657,76.57000000000001,197761,0.056,False,5.6000000000000005,0,1048,58.08,0.0596,46,False,58.08,76.66666666666667,0,7.349691706117893,0,70.15,Stable,1.78
D0319,Ahmednagar,Maharashtra,0.833,83.3,264502,0.1322,False,13.22,0,1930,22.8,0.0334,28,False,22.799999999999997,46.666666666666664,0,7.798490137485389,0,66.71,Watchlist,1.11
D0320,Akola,Maharashtra,0.7807,78.07,60311,0.087,False,8.7,0,521,79.16,0.131,19,True,79.16,31.666666666666664,50,26.794209671391464,1,74.66,Stable,3.32
D0321,Amravati,Maharashtra,0.8687,86.87,173743,0.1468,False,14.680000000000001,0,1596,36.16,0.1174,18,False,36.16,30.0,0,11.63696621783109,0,73.4,Stable,3.12
D0322,Aurangabad,Maharashtra,0.8613,86.13,197119,0.2397,False,23.97,0,604,75.84,0.1822,31,False,75.84,51.66666666666667,0,28.80553774016321,1,78.45,Stable,3.93
D0323,Beed,Maharashtra,0.9228,92.28,176918,0.0617,False,6.17,0,2280,8.8,0.0523,33,False,8.799999999999997,55.00000000000001,0,9.192806111547599,0,65.71,Watchlist,1.79
D0324,Bhandara,Maharashtra,0.847,84.7,90190,0.0726,False,7.26,0,636,74.56,0.1449,30,False,74.56,50.0,0,44.52762254227139,1,80.46,Stable,2.83
D0325,Buldhana,Maharashtra,0.8529,85.28999999999999,158316,0.2957,False,29.57,0,1223,51.08,0.1195,37,False,51.08,61.66666666666667,0,8.154957956136304,0,69.67,Watchlist,3.62
D0326,Chandrapur,Maharashtra,0.8488,84.88,185038,0.1715,False,17.150000000000002,0,974,61.04,0.0733,29,False,61.04,48.333333333333336,0,7.542800958098969,0,75.9,Stable,1.77
D0327,Dhule,Maharashtra,0.9847,98.47,128067,0.2851,False,28.51,0,1880,24.8,0.2688,23,False,24.799999999999997,38.333333333333336,0,10.392816412891618,0,70.71,Stable,7.87
D0328,Gadchiroli,Maharashtra,0.932,93.2,189642,0.1177,False,11.77,0,2105,15.8,0.0799,38,False,15.799999999999997,63.33333333333333,0,19.697074294217977,1,65.64,Watchlist,2.75
D0329,Gondia,Maharashtra,0.9772,97.72,77154,0.089,False,8.9,0,1904,23.84,0.0359,26,False,23.840000000000003,43.333333333333336,0,8.102619294563937,0,72.44,Stable,0.99
D0330,Hingoli,Maharashtra,0.8695,86.95,109137,0.2184,False,21.84,0,946,62.16,0.1195,58,False,62.16,96.66666666666667,0,4.355331636853904,0,68.85,Watchlist,3.72
D0331,Jalgaon,Maharashtra,0.7989,79.89,33209,0.2671,False,26.71,0,1890,24.4,0.1008,17,False,24.400000000000006,28.333333333333332,0,30.973975607877467,1,66.81,Watchlist,3.35
D0332,Jalna,Maharashtra,0.9042,90.42,86315,0.0508,False,5.08,0,2151,13.96,0.1573,35,False,13.959999999999994,58.333333333333336,0,25.515284812738884,1,66.1,Watchlist,5.33
D0333,Kolhapur,Maharashtra,0.7898,78.97999999999999,205078,0.1839,False,18.39,0,461,81.56,0.0217,59,True,81.56,98.33333333333333,50,10.04209609440901,0,64.08,Watchlist,0.78
D0334,Latur,Maharashtra,0.8935,89.35,105961,0.2704,False,27.04,0,892,64.32,0.1454,41,False,64.32,68.33333333333333,0,9.166125916421283,0,73.58,Stable,3.84
D0335,Mumbai City,Maharashtra,0.9417,94.17,215528,0.1796,False,17.96,0,1388,44.48,0.1974,53,False,44.48,88.33333333333333,0,8.560990382728804,0,68.43,Watchlist,6.23
D0336,Mumbai Suburban,Maharashtra,0.9872,98.72,94293,0.1841,False,18.41,0,1404,43.84,0.1634,31,False,43.84,51.66666666666667,0,62.872612289267536,4,75.06,Stable,4.08
D0337,Nagpur,Maharashtra,0.7812,78.12,24266,0.2578,False,25.779999999999998,0,1346,46.16,0.1162,21,False,46.16,35.0,0,6.713044989210829,0,70.86,Stable,3.39
D0338,Nanded,Maharashtra,0.7691,76.91,118124,0.0937,False,9.370000000000001,0,2315,7.4,0.1942,44,False,7.400000000000006,73.33333333333333,0,26.320832036897727,1,57.52,Watchlist,8.25
D0339,Nandurbar,Maharashtra,0.9663,96.63000000000001,102804,0.2754,False,27.54,0,462,81.52,0.0525,50,False,81.52,83.33333333333334,0,6.885813341176093,0,77.74,Stable,1.17
D0340,Nashik,Maharashtra,0.7917,79.17,108758,0.1796,False,17.96,0,757,69.72,0.161,56,True,69.72,93.33333333333333,50,23.52445218887174,1,61.99,Watchlist,6.12
D0341,Osmanabad,Maharashtra,0.9275,92.75,84124,0.1504,False,15.040000000000001,0,1117,55.32,0.0792,12,False,55.32,20.0,0,47.28079408741926,2,81.4,Stable,1.47
D0342,Palghar,Maharashtra,0.9525,95.25,208052,0.1165,False,11.65,0,2055,17.8,0.1319,22,False,17.799999999999997,36.666666666666664,0,38.407854857254335,1,70.78,Stable,3.85
D0343,Parbhani,Maharashtra,0.9147,91.47,95975,0.2936,False,29.360000000000003,0,1347,46.12,0.045,56,False,46.12,93.33333333333333,0,11.946748378670234,0,65.57,Watchlist,1.55
D0344,Pune,Maharashtra,0.817,81.69999999999999,46669,0.1426,False,14.26,0,833,66.68,0.1855,29,False,66.68,48.333333333333336,0,7.96175654615276,0,76.79,Stable,4.31
D0345,Raigad,Maharashtra,0.758,75.8,195970,0.1013,False,10.13,0,1432,42.72,0.111,46,False,42.72,76.66666666666667,0,22.021067242706813,1,65.4,Watchlist,3.84
D0346,Ratnagiri,Maharashtra,0.9392,93.92,257415,0.1171,False,11.709999999999999,0,1920,23.2,0.1743,24,False,23.200000000000003,40.0,0,10.709192107438955,0,71.22,Stable,5.02
D0347,Sangli,Maharashtra,0.8605,86.05000000000001,175589,0.079,False,7.9,0,1899,24.04,0.1262,14,False,24.040000000000006,23.333333333333332,0,10.557673590103409,0,72.14,Stable,3.52
D0348,Satara,Maharashtra,0.7601,76.01,138098,0.2216,False,22.16,0,2055,17.8,0.0293,50,False,17.799999999999997,83.33333333333334,0,11.841084284757228,0,56.43,Watchlist,1.28
D0349,Sindhudurg,Maharashtra,0.9686,96.86,39944,0.1092,False,10.92,0,2361,5.56,0.2,52,False,5.560000000000002,86.66666666666667,0,12.148536144893574,0,60.81,Watchlist,7.84
D0350,Solapur,Maharashtra,0.8231,82.31,210145,0.144,False,14.399999999999999,0,1195,52.2,0.0312,18,False,52.2,30.0,0,8.67564086234477,0,76.08,Stable,0.75
D0351,Thane,Maharashtra,0.8132,81.32000000000001,55331,0.2084,False,20.84,0,1039,58.44,0.1598,59,False,58.44,98.33333333333333,0,40.64725007784543,1,66.13,Watchlist,5.41
D0352,Wardha,Maharashtra,0.8043,80.43,113878,0.2214,False,22.14,0,605,75.8,0.0297,45,False,75.8,75.0,0,30.35220897076932,1,73.51,Stable,0.79
D0353,Washim,Maharashtra,0.8924,89.24,283405,0.1238,False,12.379999999999999,0,1348,46.08,0.0968,28,True,46.08,46.666666666666664,50,30.323118119286217,1,66.94,Watchlist,3.2
D0354,Yavatmal,Maharashtra,0.7583,75.83,164360,0.2746,False,27.46,0,950,62.0,0.1392,29,False,62.0,48.333333333333336,0,9.312698330466713,0,71.88,Stable,3.91
D0355,Bishnupur,Manipur,0.9495,94.95,98604,0.0717,False,7.17,0,1686,32.56,0.1849,35,False,32.56,58.333333333333336,0,7.654769721457619,0,71.8,Stable,5.21
D0356,Chandel,Manipur,0.961,96.1,120053,0.1256,False,12.559999999999999,0,1465,41.4,0.1466,38,False,41.4,63.33333333333333,0,37.7925131899812,2,72.8,Stable,3.99
D0357,Churachandpur,Manipur,0.8615,86.15,224887,0.1716,False,17.16,0,2255,9.8,0.2494,22,True,9.799999999999997,36.666666666666664,50,23.09358474810586,1,57.72,Watchlist,10.54
D0358,Imphal East,Manipur,0.9015,90.14999999999999,75865,0.2122,False,21.22,0,753,69.88,0.0884,43,False,69.88,71.66666666666667,0,8.274903066200533,0,75.58,Stable,2.16
D0359,Imphal West,Manipur,0.8062,80.62,78691,0.0869,False,8.690000000000001,0,1224,51.04,0.0273,40,True,51.04,66.66666666666666,50,10.442884620362678,0,63.14,Watchlist,1.01
D0360,Jiribam,Manipur,0.8146,81.46,116037,0.0848,False,8.48,0,1029,58.84,0.189,19,False,58.84,31.666666666666664,0,9.997844685341091,0,78.13,Stable,4.13
D0361,Kakching,Manipur,0.761,76.1,91010,0.1383,False,13.83,0,2086,16.56,0.0607,24,False,16.560000000000002,40.0,0,8.255120940843993,0,63.9,Watchlist,2.19
D0362,Kamjong,Manipur,0.8627,86.27,91796,0.1736,False,17.36,0,1412,43.52,0.1163,44,False,43.52,73.33333333333333,0,47.29460699805206,2,68.16,Watchlist,3.7
D0363,Kangpokpi,Manipur,0.7518,75.18,25566,0.1578,False,15.78,0,2065,17.4,0.3,49,False,17.400000000000006,81.66666666666667,0,8.701562892027503,0,57.29,Watchlist,12.81
D0364,Noney,Manipur,0.8873,88.73,218604,0.161,False,16.1,0,1798,28.08,0.0273,45,False,28.08,75.0,0,34.91195293226963,1,64.97,Watchlist,0.96
D0365,Pherzawl,Manipur,0.8776,87.76,60868,0.0525,False,5.25,0,1540,38.4,0.1571,43,False,38.4,71.66666666666667,0,9.505588080346229,0,69.39,Watchlist,4.81
D0366,Senapati,Manipur,0.8581,85.81,48081,0.2691,False,26.91,0,1113,55.48,0.0579,15,False,55.48,25.0,0,8.959401232688757,0,76.83,Stable,1.34
D0367,Tamenglong,Manipur,0.9214,92.14,149404,0.0561,False,5.609999999999999,0,1884,24.64,0.1218,28,False,24.64,46.666666666666664,0,40.64268108716294,1,70.96,Stable,3.54
D0368,Tengnoupal,Manipur,0.9231,92.31,141277,0.1049,False,10.489999999999998,0,946,62.16,0.1463,45,False,62.16,75.0,0,43.811787307861835,1,75.41,Stable,3.6
D0369,Thoubal,Manipur,0.9592,95.92,38111,0.0903,True,9.030000000000001,1,1656,33.76,0.183,41,False,33.760000000000005,68.33333333333333,0,21.191609409704903,1,70.61,Stable,5.38
D0370,Ukhrul,Manipur,0.779,77.9,17599,0.0715,False,7.1499999999999995,0,1658,33.68,0.2468,42,False,33.68000000000001,70.0,0,19.056527509725214,1,65.22,Watchlist,8.58
D0371,East Garo Hills,Meghalaya,0.849,84.89999999999999,111821,0.1199,False,11.99,0,1243,50.28,0.1178,22,False,50.28,36.666666666666664,0,8.713635879682965,0,75.74,Stable,2.86
D0372,East Jaintia Hills,Meghalaya,0.9692,96.92,283142,0.2789,True,27.889999999999997,1,567,77.32,0.1905,44,False,77.32,73.33333333333333,0,44.21534540300182,2,78.22,Stable,4.15
D0373,East Khasi Hills,Meghalaya,0.8772,87.72,257866,0.2297,False,22.97,0,2172,13.12,0.267,56,False,13.120000000000005,93.33333333333333,0,9.415536146981536,0,57.15,Watchlist,11.44
D0374,North Garo Hills,Meghalaya,0.8577,85.77,33552,0.2864,False,28.64,0,2467,1.32,0.0767,29,False,1.3199999999999932,48.333333333333336,0,9.5657219597254,0,59.51,Watchlist,3.11
D0375,Ri Bhoi,Meghalaya,0.946,94.6,111532,0.1381,False,13.81,0,1336,46.56,0.1726,30,False,46.56,50.0,0,27.069336399501363,1,75.45,Stable,4.24
D0376,South Garo Hills,Meghalaya,0.9394,93.94,117637,0.2106,False,21.060000000000002,0,2004,19.84,0.1272,23,True,19.840000000000003,38.333333333333336,50,44.519285737835155,1,61.73,Watchlist,4.87
D0377,South West Garo Hills,Meghalaya,0.9635,96.35000000000001,154659,0.1709,False,17.09,0,2386,4.56,0.0722,21,False,4.560000000000002,35.0,0,6.47733063191454,0,67.23,Watchlist,2.37
D0378,South West Khasi Hills,Meghalaya,0.7898,78.97999999999999,185349,0.2708,False,27.08,0,2196,12.16,0.1829,13,False,12.159999999999997,21.666666666666668,0,31.800882972389193,1,64.42,Watchlist,6.51
D0379,West Garo Hills,Meghalaya,0.7516,75.16000000000001,31526,0.1189,False,11.89,0,1272,49.12,0.1407,32,False,49.12,53.333333333333336,0,7.326974234685511,0,70.04,Stable,4.22
D0380,West Jaintia Hills,Meghalaya,0.8775,87.75,168059,0.1766,False,17.66,0,1287,48.52,0.1631,54,True,48.52,90.0,50,23.05607207308369,1,59.81,Watchlist,6.55
D0381,West Khasi Hills,Meghalaya,0.9846,98.46000000000001,10679,0.2449,False,24.490000000000002,0,752,69.92,0.1185,19,True,69.92,31.666666666666664,50,9.819173128632904,0,76.09,Stable,2.83
D0382,Aizawl,Mizoram,0.7884,78.84,231417,0.1242,False,12.42,0,432,82.72,0.1695,38,False,82.72,63.33333333333333,0,6.679605629450496,0,77.97,Stable,3.73
D0383,Champhai,Mizoram,0.8389,83.89,195506,0.1279,False,12.790000000000001,0,1183,52.68,0.0772,39,False,52.68,65.0,0,10.521090572632293,0,71.67,Stable,2.19
D0384,Kolasib,Mizoram,0.8192,81.92,150023,0.24,False,24.0,0,2142,14.32,0.2164,23,False,14.319999999999993,38.333333333333336,0,39.47099393041026,2,63.81,Watchlist,7.83
D0385,Lawngtlai,Mizoram,0.8777,87.77000000000001,106042,0.2064,False,20.64,0,1245,50.2,0.1214,51,False,50.2,85.0,0,27.633864826026823,1,68.04,Watchlist,3.88
D0386,Lunglei,Mizoram,0.8718,87.18,81400,0.1283,False,12.83,0,2274,9.04,0.2415,46,False,9.040000000000006,76.66666666666667,0,8.521967564777889,0,59.99,Watchlist,9.66
D0387,Mamit,Mizoram,0.9003,90.03,155723,0.2623,False,26.229999999999997,0,963,61.48,0.0953,37,False,61.48,61.66666666666667,0,37.98224192964291,1,74.19,Stable,2.46
D0388,Saiha,Mizoram,0.9402,94.02000000000001,264263,0.2387,False,23.87,0,1534,38.64,0.1477,44,True,38.64,73.33333333333333,50,8.395155461366828,0,60.79,Watchlist,5.79
D0389,Serchhip,Mizoram,0.9677,96.77,15518,0.0955,False,9.55,0,1150,54.0,0.0988,38,True,54.0,63.33333333333333,50,8.400065703079363,0,69.1,Watchlist,3.05
D0390,Dimapur,Nagaland,0.78,78.0,139288,0.2913,False,29.13,0,2130,14.8,0.0358,48,False,14.799999999999997,80.0,0,54.94177325546525,2,55.73,Watchlist,1.58
D0391,Kiphire,Nagaland,0.7725,77.25,71695,0.1163,False,11.63,0,640,74.4,0.1211,32,False,74.4,53.333333333333336,0,40.87718620660751,1,77.03,Stable,2.78
D0392,Kohima,Nagaland,0.8727,87.27000000000001,11167,0.1481,False,14.81,0,1250,50.0,0.0313,56,False,50.0,93.33333333333333,0,41.09791221536899,1,67.46,Watchlist,1.02
D0393,Longleng,Nagaland,0.9486,94.86,341074,0.263,True,26.3,1,2070,17.2,0.064,38,False,17.200000000000003,63.33333333333333,0,47.06607116493479,1,64.31,Watchlist,2.28
D0394,Mokokchung,Nagaland,0.955,95.5,120712,0.2428,False,24.279999999999998,0,1306,47.76,0.1265,44,False,47.76,73.33333333333333,0,7.0471715721726556,0,70.95,Stable,3.67
D0395,Mon,Nagaland,0.9832,98.32,88896,0.0943,False,9.43,0,1282,48.72,0.0951,46,False,48.72,76.66666666666667,0,47.220201123822974,1,73.76,Stable,2.5
D0396,Peren,Nagaland,0.9162,91.62,256247,0.1521,False,15.21,0,2130,14.8,0.0735,26,False,14.799999999999997,43.333333333333336,0,9.249341406364769,0,67.4,Watchlist,2.4
D0397,Phek,Nagaland,0.9404,94.04,126772,0.2854,False,28.54,0,2408,3.68,0.2345,49,False,3.680000000000007,81.66666666666667,0,45.070829344971145,1,57.6,Watchlist,9.94
D0398,Tuensang,Nagaland,0.7606,76.06,126592,0.0961,False,9.610000000000001,0,1686,32.56,0.2494,37,False,32.56,61.66666666666667,0,7.716815112352264,0,65.27,Watchlist,8.66
D0399,Wokha,Nagaland,0.9442,94.42,116440,0.1244,False,12.44,0,1524,39.04,0.2114,58,False,39.04,96.66666666666667,0,8.762610307906897,0,66.72,Watchlist,7.04
D0400,Zunheboto,Nagaland,0.8478,84.78,153589,0.1582,False,15.82,0,2412,3.52,0.083,58,False,3.519999999999996,96.66666666666667,0,44.56735992578249,1,54.44,Watchlist,3.78
D0401,Angul,Odisha,0.9774,97.74000000000001,163684,0.1553,False,15.53,0,1195,52.2,0.0202,53,False,52.2,88.33333333333333,0,8.402823588151568,0,71.79,Stable,0.57
D0402,Balangir,Odisha,0.7771,77.71000000000001,166383,0.0659,False,6.59,0,1397,44.12,0.1086,12,False,44.12,20.0,0,9.778408922590645,0,75.35,Stable,2.68
D0403,Balasore,Odisha,0.91,91.0,27525,0.2985,False,29.849999999999998,0,949,62.04,0.1165,34,False,62.04,56.666666666666664,0,8.330888612398612,0,74.83,Stable,2.93
D0404,Bargarh,Odisha,0.8139,81.39,76114,0.0589,False,5.89,0,1604,35.84,0.0468,53,False,35.84,88.33333333333333,0,9.035965103752737,0,64.24,Watchlist,1.67
D0405,Bhadrak,Odisha,0.8948,89.48,195736,0.1973,False,19.73,0,1005,59.8,0.0523,45,False,59.8,75.0,0,8.973049718980311,0,72.58,Stable,1.43
D0406,Boudh,Odisha,0.8589,85.89,27866,0.2331,False,23.31,0,1738,30.48,0.0941,38,False,30.480000000000004,63.33333333333333,0,35.73002794515607,1,65.39,Watchlist,3.26
D0407,Cuttack,Odisha,0.9213,92.13,227975,0.0589,False,5.89,0,2085,16.6,0.1318,27,False,16.599999999999994,45.0,0,31.892087559887457,1,69.16,Watchlist,4.06
D0408,Deogarh,Odisha,0.97,97.0,183070,0.2119,False,21.19,0,2311,7.56,0.2327,46,False,7.560000000000002,76.66666666666667,0,19.15887866597192,1,61.31,Watchlist,9.0
D0409,Dhenkanal,Odisha,0.9232,92.32000000000001,58818,0.08,False,8.0,0,1543,38.28,0.2388,36,False,38.28,60.0,0,32.36149459526237,1,72.07,Stable,6.67
D0410,Gajapati,Odisha,0.8163,81.63,16265,0.2592,False,25.919999999999998,0,2383,4.68,0.1798,27,False,4.680000000000007,45.0,0,26.759858202271868,1,60.02,Watchlist,7.19
D0411,Ganjam,Odisha,0.9757,97.57000000000001,93069,0.261,False,26.1,0,701,71.96,0.1716,17,False,71.96000000000001,28.333333333333332,0,48.708912714092044,2,84.1,Stable,2.73
D0412,Jagatsinghpur,Odisha,0.958,95.8,15064,0.0892,False,8.92,0,1619,35.24,0.2032,57,False,35.239999999999995,95.0,0,49.51038767163866,2,66.96,Watchlist,6.71
D0413,Jajpur,Odisha,0.8406,84.06,121689,0.219,False,21.9,0,2105,15.8,0.0493,43,False,15.799999999999997,71.66666666666667,0,10.090250164966186,0,60.13,Watchlist,1.97
D0414,Jharsuguda,Odisha,0.9019,90.19,140029,0.2513,False,25.130000000000003,0,1890,24.4,0.236,58,False,24.400000000000006,96.66666666666667,0,8.137262067880592,0,59.89,Watchlist,9.47
D0415,Kalahandi,Odisha,0.7939,79.39,264735,0.1089,False,10.89,0,1188,52.48,0.1103,39,False,52.48,65.0,0,11.0493314547321,0,70.55,Stable,3.25
D0416,Kandhamal,Odisha,0.9376,93.76,98854,0.1881,False,18.81,0,1151,53.96,0.0794,54,False,53.96,90.0,0,9.183260725152124,0,70.3,Stable,2.36
D0417,Kendrapara,Odisha,0.9578,95.78,63588,0.1275,False,12.75,0,874,65.04,0.1353,33,False,65.03999999999999,55.00000000000001,0,6.687973690727941,0,79.83,Stable,2.73
D0418,Kendujhar,Odisha,0.85,85.0,121036,0.1321,False,13.209999999999999,0,965,61.4,0.1965,24,False,61.4,40.0,0,9.930421595153554,0,77.87,Stable,4.35
D0419,Khordha,Odisha,0.9411,94.11,164055,0.2087,False,20.87,0,1894,24.24,0.1847,57,False,24.239999999999995,95.0,0,10.856104524255171,0,61.91,Watchlist,7.04
D0420,Koraput,Odisha,0.8258,82.58,213063,0.2924,False,29.24,0,1755,29.8,0.0476,40,False,29.799999999999997,66.66666666666666,0,42.624393789049186,2,62.84,Watchlist,1.77
D0421,Malkangiri,Odisha,0.7603,76.03,89422,0.0892,False,8.92,0,1691,32.36,0.3213,34,False,32.36,56.666666666666664,0,8.30732148669138,0,66.06,Watchlist,10.9
D0422,Mayurbhanj,Odisha,0.9505,95.05,59728,0.1448,False,14.48,0,1558,37.68,0.1224,16,False,37.68,26.666666666666668,0,8.317660115865126,0,76.76,Stable,2.84
D0423,Nabarangpur,Odisha,0.8683,86.83,119173,0.0968,False,9.68,0,1184,52.64,0.1804,55,False,52.64,91.66666666666666,0,7.892745276777147,0,69.01,Watchlist,5.59
D0424,Nayagarh,Odisha,0.9812,98.11999999999999,177879,0.2044,False,20.44,0,997,60.12,0.1601,24,False,60.12,40.0,0,9.229225493387966,0,80.4,Stable,3.14
