district_id,district_name,state,year,total_demographic_updates,address_updates,name_updates,dob_updates,mobile_updates,email_updates,gender_updates,update_spike_detected,avg_update_frequency_days,churn_rate
D0327,Dhule,Maharashtra,2020,137346,53223,10101,10857,38641,22832,481,False,26.58,0.1339
D0327,Dhule,Maharashtra,2021,206275,81425,20992,11452,65042,22491,1648,False,17.69,0.2173
D0327,Dhule,Maharashtra,2022,164699,62894,12042,12971,45218,32875,890,False,22.16,0.1769
D0327,Dhule,Maharashtra,2023,132445,63699,17463,8416,38604,20924,1320,False,27.56,0.2449
D0327,Dhule,Maharashtra,2024,193133,95634,25644,15433,55670,23263,1068,False,18.9,0.2436
D0327,Dhule,Maharashtra,2025,128067,51355,9415,9284,28550,21341,434,False,28.5,0.2851
D0328,Gadchiroli,Maharashtra,2020,216546,57528,6824,6808,27905,15070,424,True,16.86,0.2126
D0328,Gadchiroli,Maharashtra,2021,162739,74773,9133,11934,56870,16530,1579,False,22.43,0.2231
D0328,Gadchiroli,Maharashtra,2022,142294,57538,14377,5928,43774,22761,793,False,25.65,0.285
D0328,Gadchiroli,Maharashtra,2023,208016,99070,15708,8528,48812,41315,493,False,17.55,0.0998
D0328,Gadchiroli,Maharashtra,2024,135450,47328,15436,3327,38722,24642,1069,False,26.95,0.2787
D0328,Gadchiroli,Maharashtra,2025,189642,57093,23465,12183,52060,19836,1179,False,19.25,0.1177
D0329,Gondia,Maharashtra,2020,94657,43135,13005,2775,30614,11877,458,False,38.56,0.1636
D0329,Gondia,Maharashtra,2021,69780,23165,6789,4588,24393,12472,620,False,52.31,0.2739
D0329,Gondia,Maharashtra,2022,63490,30855,5691,4780,13419,10890,483,False,57.49,0.2422
D0329,Gondia,Maharashtra,2023,79441,32685,6883,2523,18849,9707,471,False,45.95,0.2782
D0329,Gondia,Maharashtra,2024,62369,19707,4647,2201,13361,8659,392,False,58.52,0.1859
D0329,Gondia,Maharashtra,2025,77154,34047,10234,3146,16420,10001,172,False,47.31,0.089
D0330,Hingoli,Maharashtra,2020,101649,32308,10958,5996,28208,12019,829,False,35.91,0.2923
D0330,Hingoli,Maharashtra,2021,101016,38751,8458,2435,26510,11677,332,False,36.13,0.2921
D0330,Hingoli,Maharashtra,2022,110013,37258,15411,3134,30379,18082,567,False,33.18,0.1333
D0330,Hingoli,Maharashtra,2023,87858,27683,11880,3936,26803,14779,622,False,41.54,0.1194
D0330,Hingoli,Maharashtra,2024,92998,45788,12405,2466,18923,13940,742,False,39.25,0.2253
D0330,Hingoli,Maharashtra,2025,109137,42759,8121,8192,29558,15364,456,False,33.44,0.2184
D0331,Jalgaon,Maharashtra,2020,38681,16909,5518,2593,11959,5469,151,False,94.36,0.2763
D0331,Jalgaon,Maharashtra,2021,29411,8876,3801,1091,5925,5308,166,False,124.1,0.2787
D0331,Jalgaon,Maharashtra,2022,68618,12443,2455,1189,9922,4500,76,True,53.19,0.1662
D0331,Jalgaon,Maharashtra,2023,33129,13059,2131,1671,11131,3841,238,False,110.18,0.2371
D0331,Jalgaon,Maharashtra,2024,23855,11648,2674,1689,5653,4149,191,False,153.01,0.146
D0331,Jalgaon,Maharashtra,2025,33209,10583,4103,749,7591,5526,62,False,109.91,0.2671
D0332,Jalna,Maharashtra,2020,85439,39325,8884,2512,23129,9127,531,False,42.72,0.0759
D0332,Jalna,Maharashtra,2021,176158,33750,11944,2781,19789,13860,551,True,20.72,0.1157
D0332,Jalna,Maharashtra,2022,91607,33265,4920,5413,31904,14969,389,False,39.84,0.1929
D0332,Jalna,Maharashtra,2023,137135,58196,15552,4566,35976,18436,151,False,26.62,0.1715
D0332,Jalna,Maharashtra,2024,120116,58486,8877,3500,39688,23324,647,False,30.39,0.1713
D0332,Jalna,Maharashtra,2025,86315,41140,10428,2975,28743,14137,826,False,42.29,0.0508
D0333,Kolhapur,Maharashtra,2020,132695,56617,8137,7902,44962,26130,414,False,27.51,0.1384
D0333,Kolhapur,Maharashtra,2021,235393,107691,13509,10458,58988,42021,1104,False,15.51,0.2006
D0333,Kolhapur,Maharashtra,2022,244054,118990,22640,15476,79175,46343,393,False,14.96,0.1301
D0333,Kolhapur,Maharashtra,2023,181708,60663,18101,10864,49897,30268,290,False,20.09,0.2848
D0333,Kolhapur,Maharashtra,2024,202843,96609,12808,13762,44193,28560,794,False,17.99,0.1254
D0333,Kolhapur,Maharashtra,2025,205078,76592,27906,11901,47638,27401,1769,False,17.8,0.1839
D0334,Latur,Maharashtra,2020,77257,37761,10822,2698,25472,9655,135,False,47.24,0.2429
D0334,Latur,Maharashtra,2021,79881,25404,5643,5293,27535,10057,668,False,45.69,0.2199
D0334,Latur,Maharashtra,2022,68153,28423,5242,5149,16592,9530,583,False,53.56,0.1096
D0334,Latur,Maharashtra,2023,93933,43960,8765,2627,24184,18358,154,False,38.86,0.212
D0334,Latur,Maharashtra,2024,67870,25043,9777,1482,21227,12497,237,False,53.78,0.2787
D0334,Latur,Maharashtra,2025,105961,34191,7546,6069,27858,15938,1013,False,34.45,0.2704
D0335,Mumbai City,Maharashtra,2020,258058,99565,37131,20511,71997,33239,2094,False,14.14,0.113
D0335,Mumbai City,Maharashtra,2021,240383,92963,16863,14198,74498,27044,839,False,15.18,0.145
D0335,Mumbai City,Maharashtra,2022,237710,105244,27634,4843,52610,29079,819,False,15.35,0.1526
D0335,Mumbai City,Maharashtra,2023,151886,68349,19558,8271,32420,28707,1471,False,24.03,0.2262
D0335,Mumbai City,Maharashtra,2024,247498,100971,20377,12056,68517,34665,2318,False,14.75,0.1103
D0335,Mumbai City,Maharashtra,2025,215528,94344,13797,8945,72381,33776,636,False,16.94,0.1796
D0336,Mumbai Suburban,Maharashtra,2020,257681,43193,4819,4733,30140,10219,896,True,14.16,0.1384
D0336,Mumbai Suburban,Maharashtra,2021,188193,24911,9027,5429,22257,14494,644,True,19.39,0.1262
D0336,Mumbai Suburban,Maharashtra,2022,252099,30004,7360,5454,21905,15505,875,True,14.48,0.2103
D0336,Mumbai Suburban,Maharashtra,2023,70083,32100,5077,2519,14999,10753,384,False,52.08,0.0922
D0336,Mumbai Suburban,Maharashtra,2024,257233,55467,12144,4044,25023,21807,217,True,14.19,0.2328
D0336,Mumbai Suburban,Maharashtra,2025,94293,29257,11221,5519,28498,11420,769,False,38.71,0.1841
D0337,Nagpur,Maharashtra,2020,20640,6932,1454,427,5212,2253,80,False,176.84,0.2736
D0337,Nagpur,Maharashtra,2021,27236,9547,1726,860,9414,4220,71,False,134.01,0.1488
D0337,Nagpur,Maharashtra,2022,28055,9879,2505,1411,9367,5242,173,False,130.1,0.1508
D0337,Nagpur,Maharashtra,2023,29105,12269,3728,1367,8143,4158,213,False,125.41,0.1768
D0337,Nagpur,Maharashtra,2024,22308,8210,1510,1703,5519,4016,165,False,163.62,0.2842
D0337,Nagpur,Maharashtra,2025,24266,11637,1620,1397,7664,3085,186,False,150.42,0.2578
D0338,Nanded,Maharashtra,2020,103060,49926,9644,6453,27718,13688,584,False,35.42,0.2951
D0338,Nanded,Maharashtra,2021,93765,43340,10940,4573,25421,12582,184,False,38.93,0.2795
D0338,Nanded,Maharashtra,2022,77849,37767,5700,4032,19582,8676,114,False,46.89,0.0618
D0338,Nanded,Maharashtra,2023,185080,23432,3580,2082,20446,12980,195,True,19.72,0.052
D0338,Nanded,Maharashtra,2024,107380,35029,7820,2921,25459,19308,235,False,33.99,0.1318
D0338,Nanded,Maharashtra,2025,118124,39926,8125,6369,24521,21274,585,False,30.9,0.0937
D0339,Nandurbar,Maharashtra,2020,102713,41055,8936,7008,25480,14978,769,False,35.54,0.2483
D0339,Nandurbar,Maharashtra,2021,139415,53271,13997,10878,41718,26558,363,False,26.18,0.2772
D0339,Nandurbar,Maharashtra,2022,113219,55877,6760,8396,30204,12156,1009,False,32.24,0.0556
D0339,Nandurbar,Maharashtra,2023,98787,42658,14598,2636,26602,11663,761,False,36.95,0.11
D0339,Nandurbar,Maharashtra,2024,103469,42474,14208,5242,21597,16176,846,False,35.28,0.0682
D0339,Nandurbar,Maharashtra,2025,102804,46181,11222,5390,24407,13695,996,False,35.5,0.2754
D0340,Nashik,Maharashtra,2020,223021,60836,16941,9400,42293,16205,1182,True,16.37,0.2424
D0340,Nashik,Maharashtra,2021,144707,63630,12773,2990,36126,23270,438,False,25.22,0.2486
D0340,Nashik,Maharashtra,2022,136657,64931,18514,9932,40881,17830,728,False,26.71,0.1026
D0340,Nashik,Maharashtra,2023,161006,65950,9596,8603,33813,16330,1450,False,22.67,0.1858
D0340,Nashik,Maharashtra,2024,121740,49736,8142,7881,39383,22593,238,False,29.98,0.2522
D0340,Nashik,Maharashtra,2025,108758,34792,14322,7374,29071,12068,613,False,33.56,0.1796
D0341,Osmanabad,Maharashtra,2020,88580,42528,11339,5950,19840,12033,274,False,41.21,0.1949
D0341,Osmanabad,Maharashtra,2021,213151,32059,7300,2893,16670,14716,85,True,17.12,0.2992
D0341,Osmanabad,Maharashtra,2022,147740,29239,7011,7555,30998,15116,302,True,24.71,0.203
D0341,Osmanabad,Maharashtra,2023,60092,29969,4106,3764,13416,9254,103,False,60.74,0.1962
D0341,Osmanabad,Maharashtra,2024,63412,29785,6639,4774,21401,12178,107,False,57.56,0.2969
D0341,Osmanabad,Maharashtra,2025,84124,29245,10680,3016,26001,15455,677,False,43.39,0.1504
D0342,Palghar,Maharashtra,2020,671857,123440,35101,7542,70379,38081,2341,True,5.43,0.2047
D0342,Palghar,Maharashtra,2021,281300,110096,32565,22044,87649,30025,705,False,12.98,0.1337
D0342,Palghar,Maharashtra,2022,251915,110833,37628,12140,78263,26419,1300,False,14.49,0.2601
D0342,Palghar,Maharashtra,2023,270172,93823,22107,16790,83953,44784,2693,False,13.51,0.1543
D0342,Palghar,Maharashtra,2024,200280,83991,26389,9717,62217,20411,1869,False,18.22,0.1485
D0342,Palghar,Maharashtra,2025,208052,66696,27382,13755,61279,22916,699,False,17.54,0.1165
D0343,Parbhani,Maharashtra,2020,103808,46274,8600,6422,33496,12927,824,False,35.16,0.1123
D0343,Parbhani,Maharashtra,2021,58022,19775,4065,1387,17923,8006,519,False,62.91,0.1633
D0343,Parbhani,Maharashtra,2022,87264,41493,8941,3700,28801,11433,149,False,41.83,0.2463
D0343,Parbhani,Maharashtra,2023,57477,23978,6290,4351,13965,7350,285,False,63.5,0.2341
D0343,Parbhani,Maharashtra,2024,87398,39485,11536,6587,23129,17345,257,False,41.76,0.1835
D0343,Parbhani,Maharashtra,2025,95975,37944,12322,7275,29737,17046,153,False,38.03,0.2936
D0344,Pune,Maharashtra,2020,73426,29242,4162,5390,24489,9713,677,False,49.71,0.1502
D0344,Pune,Maharashtra,2021,57881,28652,7018,2473,17150,9096,331,False,63.06,0.1844
D0344,Pune,Maharashtra,2022,70573,33981,10538,4414,23936,13115,257,False,51.72,0.0677
D0344,Pune,Maharashtra,2023,57819,24745,5937,3038,18457,6907,568,False,63.13,0.2875
D0344,Pune,Maharashtra,2024,59907,25182,5693,3627,13631,8390,96,False,60.93,0.2907
D0344,Pune,Maharashtra,2025,46669,20157,5950,1530,11245,5607,171,False,78.21,0.1426
D0345,Raigad,Maharashtra,2020,161282,77864,13590,9688,55641,22422,1148,False,22.63,0.1166
D0345,Raigad,Maharashtra,2021,180899,89699,17242,13795,60990,22680,835,False,20.18,0.1795
D0345,Raigad,Maharashtra,2022,130517,65093,16349,6037,38205,14194,712,False,27.97,0.2742
D0345,Raigad,Maharashtra,2023,256287,63359,18673,6300,32708,23477,1000,True,14.24,0.1018
D0345,Raigad,Maharashtra,2024,157077,64120,12469,5744,51898,17986,857,False,23.24,0.2063
D0345,Raigad,Maharashtra,2025,195970,75692,10189,11516,57769,21761,1011,False,18.63,0.1013
D0346,Ratnagiri,Maharashtra,2020,171415,81976,12079,12471,45778,33158,800,False,21.29,0.1873
D0346,Ratnagiri,Maharashtra,2021,215981,92245,19686,4949,63500,41749,2077,False,16.9,0.055
D0346,Ratnagiri,Maharashtra,2022,155867,72758,20726,11964,44354,29050,1313,False,23.42,0.2459
D0346,Ratnagiri,Maharashtra,2023,158322,67736,23011,4704,49334,20910,1322,False,23.05,0.2815
D0346,Ratnagiri,Maharashtra,2024,231486,88442,11826,15642,60480,38672,450,False,15.77,0.1589
D0346,Ratnagiri,Maharashtra,2025,257415,113623,15997,14093,86617,46333,1225,False,14.18,0.1171
D0347,Sangli,Maharashtra,2020,248235,86033,25205,15819,73625,28680,1654,False,14.7,0.1895
D0347,Sangli,Maharashtra,2021,258247,86972,32321,16955,79642,38891,1177,False,14.13,0.2335
D0347,Sangli,Maharashtra,2022,215206,79128,24220,15111,45026,42441,402,False,16.96,0.1901
D0347,Sangli,Maharashtra,2023,168028,81177,16323,4803,51541,27949,1624,False,21.72,0.1169
D0347,Sangli,Maharashtra,2024,157769,70463,17627,12362,48407,30499,1565,False,23.14,0.0876
D0347,Sangli,Maharashtra,2025,175589,63857,17715,4801,43064,22963,182,False,20.79,0.079
D0348,Satara,Maharashtra,2020,95907,35732,8709,7072,23848,13227,771,False,38.06,0.2496
D0348,Satara,Maharashtra,2021,165243,75864,14997,11449,45656,21113,615,False,22.09,0.0862
D0348,Satara,Maharashtra,2022,104613,32705,14525,7935,30130,19253,277,False,34.89,0.1766
D0348,Satara,Maharashtra,2023,95366,31305,7714,2156,23497,10108,297,False,38.27,0.2986
D0348,Satara,Maharashtra,2024,108637,37787,12892,7774,28034,20376,441,False,33.6,0.1324
D0348,Satara,Maharashtra,2025,138098,51569,16197,4725,42140,18607,704,False,26.43,0.2216
D0349,Sindhudurg,Maharashtra,2020,34050,15411,4581,2358,10131,5847,275,False,107.2,0.1629
D0349,Sindhudurg,Maharashtra,2021,29451,10659,2082,1227,8051,5769,283,False,123.93,0.295
D0349,Sindhudurg,Maharashtra,2022,48427,23102,2806,2206,13565,5443,400,False,75.37,0.1458
D0349,Sindhudurg,Maharashtra,2023,27410,11098,3006,1757,6877,4359,208,False,133.16,0.1254
D0349,Sindhudurg,Maharashtra,2024,27383,8420,3472,1180,6026,3243,216,False,133.29,0.1754
D0349,Sindhudurg,Maharashtra,2025,39944,13081,3271,1695,9873,7447,248,False,91.38,0.1092
D0350,Solapur,Maharashtra,2020,167173,73067,22100,7560,56006,18051,1431,False,21.83,0.1305
D0350,Solapur,Maharashtra,2021,165918,59899,21758,11597,41389,26423,373,False,22.0,0.2997
D0350,Solapur,Maharashtra,2022,149819,73338,19839,11735,33999,18180,172,False,24.36,0.211
D0350,Solapur,Maharashtra,2023,152032,69665,12150,4272,40042,16586,512,False,24.01,0.263
D0350,Solapur,Maharashtra,2024,222756,86552,27278,12055,55939,38444,1593,False,16.39,0.2045
D0350,Solapur,Maharashtra,2025,210145,79205,28770,6249,69890,28207,446,False,17.37,0.144
D0351,Thane,Maharashtra,2020,57887,27106,4091,4593,19393,7447,523,False,63.05,0.2827
D0351,Thane,Maharashtra,2021,161418,27170,3145,3028,14371,8272,612,True,22.61,0.0932
D0351,Thane,Maharashtra,2022,39184,15684,2590,3053,9034,4670,50,False,93.15,0.056
D0351,Thane,Maharashtra,2023,55926,22433,3094,1924,18165,8179,274,False,65.26,0.2287
D0351,Thane,Maharashtra,2024,64888,30244,4751,1556,16678,12037,110,False,56.25,0.2253
D0351,Thane,Maharashtra,2025,55331,19423,4572,1344,13494,5778,417,False,65.97,0.2084
D0352,Wardha,Maharashtra,2020,144243,65878,17273,10738,48014,25795,761,False,25.3,0.1768
D0352,Wardha,Maharashtra,2021,139963,59072,9602,8305,37578,22676,441,False,26.08,0.1026
D0352,Wardha,Maharashtra,2022,171720,68274,12449,3858,51749,20857,1701,False,21.26,0.1222
D0352,Wardha,Maharashtra,2023,309845,54393,20226,5897,53350,24591,1317,True,11.78,0.2344
D0352,Wardha,Maharashtra,2024,152980,51837,13098,5477,44671,20569,578,False,23.86,0.1523
D0352,Wardha,Maharashtra,2025,113878,56086,7453,8517,30094,15690,350,False,32.05,0.2214
D0353,Washim,Maharashtra,2020,181887,89994,19468,13534,59816,24247,1059,False,20.07,0.2273
D0353,Washim,Maharashtra,2021,421867,104619,11716,14026,56745,28027,1879,True,8.65,0.1009
D0353,Washim,Maharashtra,2022,206691,75332,25225,12807,51428,29701,593,False,17.66,0.1491
D0353,Washim,Maharashtra,2023,168730,54913,13875,10940,34391,21222,415,False,21.63,0.2263
D0353,Washim,Maharashtra,2024,182011,62155,24717,5717,63623,23339,320,False,20.05,0.2024
D0353,Washim,Maharashtra,2025,283405,130484,26323,17173,91448,42899,979,False,12.88,0.1238
D0354,Yavatmal,Maharashtra,2020,165336,59079,21591,3623,47797,30977,775,False,22.08,0.1729
D0354,Yavatmal,Maharashtra,2021,201919,81438,10250,4987,62231,28267,1628,False,18.08,0.1954
D0354,Yavatmal,Maharashtra,2022,221879,67509,14533,12749,46566,36498,2187,False,16.45,0.1977
D0354,Yavatmal,Maharashtra,2023,221076,71463,21105,10107,55372,22112,1993,False,16.51,0.2132
D0354,Yavatmal,Maharashtra,2024,138042,51854,19661,7870,40102,26409,833,False,26.44,0.1364
D0354,Yavatmal,Maharashtra,2025,164360,71845,13484,8800,39755,19166,836,False,22.21,0.2746
D0355,Bishnupur,Manipur,2020,127727,62987,10194,4264,29585,19910,1219,False,28.58,0.1258
D0355,Bishnupur,Manipur,2021,141546,60152,15526,4184,41782,20243,165,False,25.79,0.2973
D0355,Bishnupur,Manipur,2022,118597,58481,7070,7583,25753,15104,727,False,30.78,0.2438
D0355,Bishnupur,Manipur,2023,139698,58494,19730,6583,32659,16229,642,False,26.13,0.0606
D0355,Bishnupur,Manipur,2024,101062,32463,10967,3493,22732,16096,793,False,36.12,0.1946
D0355,Bishnupur,Manipur,2025,98604,48023,8252,7873,34194,17539,116,False,37.02,0.0717
D0356,Chandel,Manipur,2020,114214,56475,12659,5862,31733,15835,595,False,31.96,0.2832
D0356,Chandel,Manipur,2021,212381,48444,14004,5254,25908,16848,515,True,17.19,0.2985
D0356,Chandel,Manipur,2022,207261,30934,9443,4148,20099,12023,342,True,17.61,0.1581
D0356,Chandel,Manipur,2023,106871,43417,5927,8246,34079,12280,1051,False,34.15,0.1681
D0356,Chandel,Manipur,2024,103679,33316,10994,2531,29209,16098,919,False,35.2,0.1124
D0356,Chandel,Manipur,2025,120053,49779,13282,3618,39457,23181,957,False,30.4,0.1256
D0357,Churachandpur,Manipur,2020,284641,77928,17414,12041,43064,22095,913,True,12.82,0.1049
D0357,Churachandpur,Manipur,2021,221001,98734,15322,8089,75502,23996,1309,False,16.52,0.2314
D0357,Churachandpur,Manipur,2022,158379,77123,14421,5882,39678,21360,441,False,23.05,0.0937
D0357,Churachandpur,Manipur,2023,228462,87040,17575,7290,62975,38136,2075,False,15.98,0.1709
D0357,Churachandpur,Manipur,2024,132669,64090,18605,5668,27111,22996,1077,False,27.51,0.1507
D0357,Churachandpur,Manipur,2025,224887,76124,21129,4828,50509,43646,1394,False,16.23,0.1716
D0358,Imphal East,Manipur,2020,45255,18865,5012,1073,11781,6399,181,False,80.65,0.1365
D0358,Imphal East,Manipur,2021,58202,26744,3853,3326,16054,7595,439,False,62.71,0.1693
D0358,Imphal East,Manipur,2022,67581,31118,9952,3903,22380,6765,390,False,54.01,0.0735
D0358,Imphal East,Manipur,2023,62515,28092,5703,3763,17095,8983,225,False,58.39,0.1374
D0358,Imphal East,Manipur,2024,66779,21583,3957,3980,18827,9550,158,False,54.66,0.2474
D0358,Imphal East,Manipur,2025,75865,33419,4247,4568,17915,9978,209,False,48.11,0.2122
D0359,Imphal West,Manipur,2020,131284,40331,19417,3087,41102,13723,1231,False,27.8,0.0626
D0359,Imphal West,Manipur,2021,128144,40898,16632,8306,37140,17657,1184,False,28.48,0.1566
D0359,Imphal West,Manipur,2022,86680,30729,6243,4548,28628,15373,707,False,42.11,0.1306
D0359,Imphal West,Manipur,2023,119826,54959,14323,2627,34564,16141,331,False,30.46,0.1171
D0359,Imphal West,Manipur,2024,129631,46617,13678,9030,33745,23705,973,False,28.16,0.1315
D0359,Imphal West,Manipur,2025,78691,30380,10118,3700,18830,8086,300,False,46.38,0.0869
D0360,Jiribam,Manipur,2020,184206,81257,21429,4830,44342,18525,412,False,19.81,0.0866
D0360,Jiribam,Manipur,2021,191462,88290,10944,6688,61815,34521,1820,False,19.06,0.2941
D0360,Jiribam,Manipur,2022,145432,50910,18301,5520,46677,22308,1184,False,25.1,0.177
D0360,Jiribam,Manipur,2023,159843,78102,12253,12180,51266,27667,1291,False,22.83,0.111
D0360,Jiribam,Manipur,2024,124770,59049,15286,4091,36465,18061,302,False,29.25,0.1204
D0360,Jiribam,Manipur,2025,116037,45647,12649,2647,30206,14593,148,False,31.46,0.0848
D0361,Kakching,Manipur,2020,56629,21117,7323,3521,11549,8210,479,False,64.45,0.153
D0361,Kakching,Manipur,2021,86117,35328,12165,4756,22399,16042,124,False,42.38,0.2241
D0361,Kakching,Manipur,2022,95538,33447,11416,6550,29169,11563,332,False,38.2,0.1617
D0361,Kakching,Manipur,2023,86115,32356,11707,3953,17740,8761,587,False,42.39,0.1857
D0361,Kakching,Manipur,2024,88632,33249,13254,6800,17898,16802,631,False,41.18,0.1957
D0361,Kakching,Manipur,2025,91010,44613,9650,2810,26935,9794,611,False,40.11,0.1383
D0362,Kamjong,Manipur,2020,294981,37464,15186,6550,35948,21334,232,True,12.37,0.2665
D0362,Kamjong,Manipur,2021,102585,38284,11824,3933,24185,15266,302,False,35.58,0.2892
D0362,Kamjong,Manipur,2022,117796,57522,15388,4863,37907,22651,1121,False,30.99,0.1028
D0362,Kamjong,Manipur,2023,131727,23147,10297,3353,23063,10293,488,True,27.71,0.1591
D0362,Kamjong,Manipur,2024,105369,35225,13324,4411,33993,11569,749,False,34.64,0.2488
D0362,Kamjong,Manipur,2025,91796,39754,13166,1949,18512,16250,625,False,39.76,0.1736
D0363,Kangpokpi,Manipur,2020,39107,18890,5605,2181,10634,4465,318,False,93.33,0.2724
D0363,Kangpokpi,Manipur,2021,38962,11724,3536,1739,13019,4151,225,False,93.68,0.2156
D0363,Kangpokpi,Manipur,2022,39794,17047,5151,2246,9091,5502,382,False,91.72,0.0657
D0363,Kangpokpi,Manipur,2023,31416,11726,3048,1684,10959,5517,41,False,116.18,0.2561
D0363,Kangpokpi,Manipur,2024,41920,16130,3410,2949,13273,6439,86,False,87.07,0.0664
D0363,Kangpokpi,Manipur,2025,25566,9362,2227,1219,6413,2642,61,False,142.77,0.1578
D0364,Noney,Manipur,2020,368602,65296,18947,10586,54362,29117,477,True,9.9,0.1569
D0364,Noney,Manipur,2021,123460,57161,10420,9237,27551,13048,659,False,29.56,0.2843
D0364,Noney,Manipur,2022,118182,45207,16861,5089,25286,15397,647,False,30.88,0.1666
D0364,Noney,Manipur,2023,202839,96251,11141,6015,48943,32350,861,False,17.99,0.2292
D0364,Noney,Manipur,2024,127421,54142,7811,4498,28883,14947,834,False,28.65,0.094
D0364,Noney,Manipur,2025,218604,84024,13052,5953,62867,43263,1343,False,16.7,0.161
D0365,Pherzawl,Manipur,2020,79106,34765,6863,5682,16168,11389,442,False,46.14,0.119
D0365,Pherzawl,Manipur,2021,75614,30011,8974,5021,23491,10144,755,False,48.27,0.115
D0365,Pherzawl,Manipur,2022,64425,23373,6135,4577,20406,11926,222,False,56.66,0.1208
D0365,Pherzawl,Manipur,2023,60280,26332,3875,3620,17914,10912,135,False,60.55,0.2998
D0365,Pherzawl,Manipur,2024,96009,43238,11157,4349,29721,16553,641,False,38.02,0.1622
D0365,Pherzawl,Manipur,2025,60868,25066,4656,2621,12332,8416,503,False,59.97,0.0525
D0366,Senapati,Manipur,2020,70498,34858,7831,3068,19513,12423,212,False,51.77,0.2343
D0366,Senapati,Manipur,2021,51354,15734,5173,3299,17795,5325,300,False,71.08,0.1106
D0366,Senapati,Manipur,2022,59446,19779,4659,3977,15994,11851,266,False,61.4,0.1251
D0366,Senapati,Manipur,2023,46043,22305,5749,1841,14044,9051,76,False,79.27,0.1001
D0366,Senapati,Manipur,2024,67192,22565,5429,3536,19698,12149,313,False,54.32,0.2914
D0366,Senapati,Manipur,2025,48081,16810,5820,3186,12607,5832,385,False,75.91,0.2691
D0367,Tamenglong,Manipur,2020,166166,65160,19555,8689,48930,26531,1161,False,21.97,0.1172
D0367,Tamenglong,Manipur,2021,140263,54593,17875,5897,31471,17553,411,False,26.02,0.1676
D0367,Tamenglong,Manipur,2022,164072,62879,22801,12963,49299,30579,914,False,22.25,0.2579
D0367,Tamenglong,Manipur,2023,451573,80322,24197,9944,45184,25626,1711,True,8.08,0.1431
D0367,Tamenglong,Manipur,2024,135543,64642,18350,7580,32657,19998,633,False,26.93,0.0757
D0367,Tamenglong,Manipur,2025,149404,53840,17342,5849,39543,15722,1484,False,24.43,0.0561
D0368,Tengnoupal,Manipur,2020,153010,56384,11058,9338,32359,20856,520,False,23.85,0.0652
D0368,Tengnoupal,Manipur,2021,137307,53446,13782,4966,40853,18341,591,False,26.58,0.188
D0368,Tengnoupal,Manipur,2022,542146,80271,28663,13880,71997,42240,230,True,6.73,0.1475
D0368,Tengnoupal,Manipur,2023,202059,61101,26408,5680,49208,39786,295,False,18.06,0.0711
D0368,Tengnoupal,Manipur,2024,205610,90592,26736,10617,52154,20607,719,False,17.75,0.2161
D0368,Tengnoupal,Manipur,2025,141277,46307,9912,5826,31399,16343,196,False,25.84,0.1049
D0369,Thoubal,Manipur,2020,18542,9153,2025,1171,5520,2121,117,False,196.85,0.1503
D0369,Thoubal,Manipur,2021,27569,11352,1706,608,8814,4758,47,False,132.4,0.2731
D0369,Thoubal,Manipur,2022,30793,15372,2321,1517,7250,4997,62,False,118.53,0.068
D0369,Thoubal,Manipur,2023,29577,11795,3305,2151,9199,4323,291,False,123.41,0.0781
D0369,Thoubal,Manipur,2024,34393,10474,3610,1325,9476,5360,108,False,106.13,0.239
D0369,Thoubal,Manipur,2025,38111,8550,1743,1571,7007,4247,57,True,95.77,0.0903
D0370,Ukhrul,Manipur,2020,20036,6699,2964,620,6745,2420,87,False,182.17,0.2803
D0370,Ukhrul,Manipur,2021,24011,11156,2104,486,7257,3387,187,False,152.01,0.1599
D0370,Ukhrul,Manipur,2022,22355,10461,3193,1228,7081,3341,30,False,163.27,0.0821
D0370,Ukhrul,Manipur,2023,29714,4694,2111,833,4001,2190,80,True,122.84,0.2629
D0370,Ukhrul,Manipur,2024,22303,9204,2187,792,6037,3563,165,False,163.66,0.2533
D0370,Ukhrul,Manipur,2025,17599,7051,1949,867,5029,1956,86,False,207.4,0.0715
D0371,East Garo Hills,Meghalaya,2020,104469,35450,7115,5554,35070,18686,955,False,34.94,0.1525
D0371,East Garo Hills,Meghalaya,2021,112083,39483,6479,4559,27447,18779,668,False,32.57,0.2771
D0371,East Garo Hills,Meghalaya,2022,103924,40690,14935,2685,33093,14182,754,False,35.12,0.1794
D0371,East Garo Hills,Meghalaya,2023,69763,21331,5794,4667,16969,9309,562,False,52.32,0.2617
D0371,East Garo Hills,Meghalaya,2024,84318,26159,5205,6505,22571,10594,479,False,43.29,0.1297
D0371,East Garo Hills,Meghalaya,2025,111821,39187,6847,5924,24898,21698,112,False,32.64,0.1199
D0372,East Jaintia Hills,Meghalaya,2020,181836,41599,4972,6473,20918,12827,167,True,20.07,0.2354
D0372,East Jaintia Hills,Meghalaya,2021,84300,34771,6564,3651,28322,15644,475,False,43.3,0.0983
D0372,East Jaintia Hills,Meghalaya,2022,125173,42626,16374,5274,43541,17125,521,False,29.16,0.2904
D0372,East Jaintia Hills,Meghalaya,2023,126493,55839,15869,6805,39638,23524,679,False,28.86,0.1843
D0372,East Jaintia Hills,Meghalaya,2024,101796,48659,8709,3307,27326,12297,558,False,35.86,0.2044
